Course ID,Subject code,Catalog Number,Offering Unit,Course Title,Course Description,Min Units,Max Units,Repeatable for Credit,Total Completions Allowed,Total Units Allowed,Grading Basis,Components,Course Attributes,Enrollment Requirements,Course Requisites
21972,MGMT,488,Management & Organizations,Social Entrepreneurship,Focusing your business and entrepreneurial skills on social and/or environmental problem solving.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015006,-
21974,MGMT,491,Management & Organizations,Preceptorship,"Specialized work on an individual basis, consisting of instruction and practice in actual service in a department, program, or discipline. Teaching formats may include seminars, in-depth studies, laboratory work and patient study.",1.0,4.0,No,1,4.0,"SPF - Alternative Grading S, P, F",Independent Study,-,-,-
21975,MGMT,493,Management & Organizations,Internship,"Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.",1.0,6.0,Yes,2,6.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015006,-
21976,MGMT,493L,Management & Organizations,Legislative Internship,"Working experience at the Arizona State Legislature; responsibilities draw upon student's area of major expertise and include preparing written and oral reports, summarizing legislative proposals, and providing information to legislators and legislative committees.",1.0,6.0,Yes,99,999.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015006,-
21978,MGMT,496H,Management & Organizations,Honors Seminar,"The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.",3.0,3.0,Yes,99,9.0,"SPF - Alternative Grading S, P, F",Seminar,"GRD - REG OR ALT (Regular or Alternative Grades), HNRS - HCRS (Honors Course)",015135,-
9446,MGMT,496Z,Eller Administration,University Management,"This is an applied consulting class. This course will be provided to give students an insight into the inner-workings of the university, while demonstrating methods of improvement applicable to individual colleges. Course may count as a Business Management Major Elective. Please see the Business Management Advisor for substitution.",3.0,3.0,Yes,3,3.0,"GRD - Regular Grades A, B, C, D, E",Seminar,"CE - CL (Cross Listed), SEA - LE (Leadership), SEC - INC (Innovation and Creativity)",015005,-
22304,MIS,111,Management Information Systems,Computers and Internetworked Society,"This course introduces students to concepts of computer technology and the impacts of Internet on social, organizational, personal and ethical issues. Students develop a sufficient understanding of computers and other issues to form critical opinions about them, as well as acquire and hone skills to recognize and evaluate their role in interacting with the Internet.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
22318,MIS,301,Management Information Systems,Data Structures and Algorithms,"This course focuses on the design and analysis of basic data structures including stacks, queues, trees, and graphs. Java implementations of selected data structures and their applications will be covered along with a tutorial in C. In addition, this course introduces algorithms for searching, sorting, and graph traversal.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015038,MIS 331.
22319,MIS,304,Management Information Systems,Using and Managing Information Systems,"Students will learn ways that organizations improve their business practices through the use of computer technology. Course emphasizes systems technologies, enterprise integration, business applications, and critical analysis of organizational change through information systems.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015005,-
22320,MIS,307,Management Information Systems,Business Data Communications,"Data communications, networks, protocols, Internet and Electronic Commerce.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015038,MIS 331.
22322,MIS,331,Management Information Systems,Database Management Systems,"Introduction to database management systems; relational models; security concurrency, integrity and recovery issues; query interfaces.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),019478,MIS 301.
36174,MIS,406,Management Information Systems,Healthcare Information Systems,"This course introduces students to the concepts and practices of healthcare information systems.. Topics include: (1 ) introduction to the health IT discipline; (2 ) major applications and commercial vendors; (3 ) decision support methods and technologies; (4 ) information systems design and engineering; and (5 ) new opportunities and emerging trends. A semester-long group project will provide students hands-on experience in planning and building healthcare information systems; associated ethical and legal concerns, software engineering and human-computer interaction issues, and user acceptance and outcomes evaluation methods will also be discussed.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
22342,MIS,411,Management Information Systems,Social and Ethical Issues of the Internet,"Broad survey of the individual, organizational, cultural, social and ethical issues provoked by current and projected uses of networked computers on the Internet.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,-
22343,MIS,415,Management Information Systems,Information Security in Public and Private Sectors,"This course exposes the student to a broad range of computer systems and information security topics.  It is designed to provide a general knowledge of measures to insure confidentiality, availability, and integrity of information systems.  Topics range from hardware, software and network security to INFOSEC, OPSEC and NSTISS overviews. Components include national policy, threats, countermeasures, and risk management among others.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,General knowledge of computer systems and networks.
35336,MIS,416,Management Information Systems,Information Security Risk Management,"The objective of our MIS 416/516 course is to provide students with a thorough understanding of risk management as it applies to information security and corporate assets.  The course covers numerous concepts to include asset valuation, data collection, conducting a risk assessment, risk reporting and monitoring as well as presenting various risk assessment models and frameworks.   Students will complete this course with an understanding of the elements and steps necessary for completing a risk assessment.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,-
33770,MIS,417,Management Information Systems,Systems Security Management,"The information security arena contains a broad array of multi-level models for assessing, planning, implementing and monitoring the mitigation of security risks.  At the very core of this information security spectrum are the actual system and network devices which store, manage, transmit and secure information.  This course is designed to provide a working knowledge of issues and techniques surrounding the proper safeguarding of operating systems and related components.  Filled with Information Assurance topics, this course offers a solid base for system administrators and technical managers.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,-
22347,MIS,427,Management Information Systems,Introduction to Enterprise Computing Environments,"Enterprise Resource Planning (ERP) systems represents integrated strategy for management of information among organizations, suppliers and customers.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,-
34311,MIS,429,Management Information Systems,Detection of Deception and Intent,"With the increased challenges from terrorism, the need to protect against security threats is even greater today. Thus, it is becoming increasingly necessary to find innovative and better ways to protect ourselves from these security threats. Finding less invasive techniques of detection suggests analyzing people's behavior or the ways/patterns in which they talk/write and identify cues to detect deception and the intent of deception. Also, this procedure needs to be automated using software tools and techniques because of the infeasibility of the manual approach for deployment of these techniques on a large scale. Thus our focus in this course is geared towards developing software tools and techniques dealing with the automatic deception and intent. The course will be project-based involving exchange of ideas, opportunities, challenges, and research issues as well as development of software tools and techniques, in the area of detection of deception and intent, primarily based on the current research work being done at the Center for the Management of Information (CMI) at the University of Arizona.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,-
22323,MIS,441,Management Information Systems,Information Systems Analysis and Design,The analysis and logical design of business processes and management information systems focusing on the systems development life cycle; project management and cost-benefit analysis; techniques for gathering and analyzing information systems requirements; use of automated and non-automated techniques for logical system design.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015038,"MIS 301, MIS 307."
39506,MIS,464,Management Information Systems,Data Analytics,"Business intelligence and analytics and the related field of big data analytics have become increasingly important in both the academic and the business communities over the past two decades. The IBM Tech Trends Report identified business analytics as one of the four major technology trends in the 2010s and beyond. A report by the McKinsey Global Institute predicted that by 2018, the United States alone will face a shortage of 140,000 to 190,000 people with deep data analytical skills, as well as a shortfall of 1.5 million data-savvy managers with the know-how to analyze big data to make effective decisions. Big data and data science have begun to transform different facets of the society, from e-commerce and global logistics, to smart health and cyber security.

This undergraduate senior level course (elective) will cover the important concepts and techniques relating to data analytics, including: statistical foundation, data mining methods, data visualization, and web mining techniques that are applicable to emerging e-commerce, government, health and security applications. The course contains lectures, readings, lab sessions, and hands-on projects. Most business school seniors are welcome. The course will require some basic computing and database background. The course will prepare students to become a data scientist or a data-savvy manager for different businesses.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
22367,MIS,478,Management Information Systems,Project Management,"Project Management is the application of knowledge, analytical skills, scheduling software tools and techniques related to various project activities in order to meet project requirements. This course specifically addresses the nine project management \""knowledge areas\"", the five project management \""process groups\"" and the 4-way constraints of project management (i.e., scope, time, cost, quality). Graduate-level requirements include an additional term paper or team-based PM Project with a real organization.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015064,MIS 373.
22379,MIS,498H,Management Information Systems,Honors Thesis,An honors thesis is required of all the students graduating with honors. Students ordinarily sign up for this course as a two-semester sequence. The first semester the student performs research under the supervision of a faculty member; the second semester the student writes an honors thesis.,3.0,3.0,Yes,99,9.0,"GRD - Regular Grades A, B, C, D, E",Independent Study,"HNRS - HCRS (Honors Course), WE - WEC (Writing Emphasis Course)",015139,-
22507,MKTG,355,Management & Organizations,Sports Marketing Management,Marketing concepts and strategies unique to organizations in the sports industry; focus will be on the management of various marketing activities and creation of marketing plans for sports teams.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),017244,-
22508,MKTG,361,Marketing,Introduction to Marketing,Role of marketing in the economy and in business and nonprofit organizations; environmental factors affecting marketing; nature of marketing management decisions.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015005,-
22516,MKTG,376,Marketing,Marketing Analytics for Decision Making,Quantitative and analytical skills related to marketing; includes use of statistical packages and analysis with common marketing and financial metrics.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - ME (Mutually Exclusive),015039,-
39438,MKTG,423,Marketing,Digital Marketing,"The proliferation of the internet, mobile, and other digital technologies has changed the nature of the marketplace and offered new opportunities for both consumers and marketers. This course will discuss how digital technologies have changed the marketplace and help students acquire the theoretical understanding and practical tools needed to build an effective digital marketing strategy. Specifically, the course will help students understand how the digital environment has changed consumer behavior, what features to include in a customer-friendly website, how to leverage search marketing and social media to attract customers, and how to assess the effectiveness of different digital marketing tactics. In order to develop these skills, students will be required to (a) complete assigned readings, (b) analyze case studies, (c) actively contribute to class discussions, (d) complete a final examination, and (e) develop and implement an actual digital marketing strategy as part of a group project.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016877,-
22527,MKTG,425,Marketing,Applied Advertising,"The management and development of effective advertising communications; needs and market identification, message creation, media selection, and measurement of results.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
39284,MKTG,426,Marketing,Pricing & Channels,"Great products and services are supported by attractive advertising and distribution create value for the customer while effective pricing captures value for the company. Although pricing cannot fully compensate for poor product development, promotion and distribution, ineffective pricing can surely prevent those efforts from resulting in financial success. Many companies create great value for their customers yet fail to capture that value in their earnings due to lack of integration between their value creation activities and their pricing decisions. Experts say that for marketing strategists, pricing is the moment of truth. The purpose of this course is to equip you with the required expertise, this course covers theories, conceptual frameworks and analytical tools used to make effective pricing decisions. Pricing strategy of a company is constrained by its choice of \""marketing channels and distribution systems\"" to deliver value. This course also examines key issues in designing and managing marketing channels to minimize channel conflict and maximize value capture.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016877,-
22528,MKTG,428,Marketing,Sales Communications,"Persuasion, negotiation, and customer relationship management in interpersonal marketing communications; application of selling skills in business settings.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
34381,MKTG,430,Marketing,Retail Marketing,"Retail marketing addresses the marketing, management and competitive strategy issues that confront retail enterprises. Particular attention is given to the determinants of the profitability of high performance retailers. Major attention is given to strategic planning, competitive analysis, market selection and retail location, merchandise budgeting and control, and store layout and design. Finally, this course will help you develop your competences in integrative marketing thinking, global/cultural awareness, and information literacy and consequently help develop skills that can be used to enhance these competences.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
22529,MKTG,440,Marketing,Marketing Research for Decision Making,"Concepts and techniques of research for marketing decisions; problem definition, determination of information needs, sources, methods of gathering and analyzing data; presentation of findings for management.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - ME (Mutually Exclusive),015039,"MKTG 361, MKTG 376, MKTG 450. Credit allowed for only one of these courses: MKTG 440 or MKTG 480."
22532,MKTG,450,Marketing,Consumer Behavior,Customer behavior and the application of concepts and research findings from the behavioral sciences in the solution of marketing problems.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
22534,MKTG,452,Marketing,Integrated Marketing Communications,"The management of all promotion mix elements in providing integrated marketing communications to markets; topics include advertising, public relations, sales promotions and new media.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
22536,MKTG,454,Marketing,Management of Sales Operations,The sales function and its relationship to the total marketing program; sales strategies and objectives; development and administration of sales organizations; control and evaluation of sales operations.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015662,MKTG 361.
22538,MKTG,456,Marketing,International Marketing Management,"Marketing operations for foreign environments; cultural, political and economic factors affecting the international marketer.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
37913,MKTG,458,Public Hlth Pract Pol & Transl,Health Care Marketing,This course provides an overview and applications of health care marketing theories and methods for health care and public health organizations.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
22540,MKTG,459,Marketing,Product Innovation,Product (services) strategy for achieving financial growth; evaluating opportunities; generating ideas; launching new offerings; managing the product (services) portfolio.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
22541,MKTG,460,Marketing,Special Topics in Marketing,This course will explore emerging and relevant topics in the field of marketing that are not covered in other courses.,3.0,3.0,Yes,2,6.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015039,MKTG 361.
22543,MKTG,471,Marketing,Marketing Policies and Operations,"An integrative, capstone course focusing on comprehensive marketing problems; development, control, and auditing of marketing organizations and operations.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,WE - WEC (Writing Emphasis Course),015039,"MKTG 361, MGMT 310A, FIN 311, MKTG 376, and 6 additional units of 400-level marketing courses.  Credit only for one of:  MGMT 471 or MKTG 471."
22544,MKTG,480,Marketing,Marketing Research for Entrepreneurs,Concepts and techniques of research for marketing decisions with a focus on new ventures and new product development.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015002,"FIN 311, MKTG 361, ECON 300. Credit allowed for only one of MKTG 440 or MKTG 480."
22547,MKTG,498,Marketing,Senior Capstone,"A culminating experience for majors involving a substantive project that demonstrates a synthesis of learning accumulated in the major, including broadly comprehensive knowledge of the discipline and its methodologies.  Senior standing required.",1.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Independent Study,-,015039,-
22548,MKTG,498H,Marketing,Honors Thesis,An honors thesis is required of all the students graduating with honors. Students ordinarily sign up for this course as a two-semester sequence. The first semester the student performs research under the supervision of a faculty member; the second semester the student writes an honors thesis.,3.0,3.0,Yes,99,6.0,"GRD - Regular Grades A, B, C, D, E",Independent Study,"WE - WEC (Writing Emphasis Course), HNRS - HCRS (Honors Course)",015143,-
41786,OSCM,471,Management Information Systems,Optimization and Decision Support Modeling for Business,"Decision Support Systems can be defined as 'computer based systems that use data and quantitative models to solve problems and to help managers make decisions.' This is a course on making quantitative decisions. The course introduces the student to optimization methods (linear, integer, nonlinear programming and network models) used in business, decision support via Monte Carlo simulation, and decision making under uncertainty/risk. These concepts are studied in the context of applications in strategic planning, operations/supply chain management, information systems, and other areas of business. Spreadsheets are intuitive and user-friendly platforms for organizing information. Hence, spreadsheets have become indispensable tools of modern business analysis. This course focuses on structuring, analyzing, and solving managerial decision problems using Excel spreadsheets. Specifically, we address problems from operations management (e.g., resource allocation, revenue management, transportation and logistics, outsourcing production) and information systems (e.g., advertising response, media selection model), along with and several other business problems from finance and marketing. In each area, we consider specific managerial decision problems, model them on Excel spreadsheets, analyze and solve the models, and then interpret the solutions obtained. As an added benefit of this course, we will learn to use advanced features of Excel. This includes some of the built-in functions, named ranges, pivot tables, charts, conditional formatting, and some simple macros.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
42809,OSCM,474,Management Information Systems,Manufacturing Operations Management,"Operations is a broad scope word used to describe many things within a company.  This course is designed to provide students with an in-depth look specifically at selected production operations topics. Topics Include operations strategy, product design for manufacturing, process design, forecasting, aggregate sales and operations planning, capacity management, Materials Resource Planning, production scheduling, and lean/quality principles used in production.  Coursework will explore both the quantitative and qualitative techniques that are available to contemporary business managers.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
42811,OSCM,475,Management Information Systems,Service Operations Management,"This course is designed to provide students with an in-depth look specifically at selected service operations topics; activities entailed in selecting, designing, operating, controlling, and updating service systems.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
22366,OSCM,477,Management Information Systems,The Supply Chain and Logistics,"Organization, management and control of material flow processes; logistical strategies and relationships of procurement, handling, warehousing, transportation, and inventory control.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016946,MIS 373.
41787,OSCM,571,Management Information Systems,Optimization and Decision Support Modeling for Business,"Decision Support Systems can be defined as 'computer based systems that use data and quantitative models to solve problems and to help managers make decisions.' This is a course on making quantitative decisions. The course introduces the student to optimization methods (linear, integer, nonlinear programming and network models) used in business, decision support via Monte Carlo simulation, and decision making under uncertainty/risk. These concepts are studied in the context of applications in strategic planning, operations/supply chain management, information systems, and other areas of business. Spreadsheets are intuitive and user-friendly platforms for organizing information. Hence, spreadsheets have become indispensable tools of modern business analysis. This course focuses on structuring, analyzing, and solving managerial decision problems using Excel spreadsheets. Specifically, we address problems from operations management (e.g., resource allocation, revenue management, transportation and logistics, outsourcing production) and information systems (e.g., advertising response, media selection model), along with and several other business problems from finance and marketing. In each area, we consider specific managerial decision problems, model them on Excel spreadsheets, analyze and solve the models, and then interpret the solutions obtained. As an added benefit of this course, we will learn to use advanced features of Excel. This includes some of the built-in functions, named ranges, pivot tables, charts, conditional formatting, and some simple macros.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
42810,OSCM,574,Management Information Systems,Manufacturing Operations Management,"Operations is a broad scope word used to describe many things within a company.  This course is designed to provide students with an in-depth look specifically at selected production operations topics. Topics Include operations strategy, product design for manufacturing, process design, forecasting, aggregate sales and operations planning, capacity management, Materials Resource Planning, production scheduling, and lean/quality principles used in production.  Coursework will explore both the quantitative and qualitative techniques that are available to contemporary business managers.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015008,-
42812,OSCM,575,Management Information Systems,Service Operations Management,"This course is designed to provide students with an in-depth look specifically at selected service operations topics; activities entailed in selecting, designing, operating, controlling, and updating service systems.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015008,-
22442,OSCM,577,Management Information Systems,The Supply Chain and Logistics,"Organization, management and control of material flow processes; logistical strategies and relationships of procurement, handling, warehousing, transportation, and inventory control.  Graduate-level requirements include an additional term paper or program.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016948,-
